year,targetState,sourceState,taxReturnInflows,taxExemptionsInflows,adjustedGrossIncomeInflows
2001,34,18,476,863,26846000
2000,34,18,463,885,31096000
1999,34,18,412,762,24333000
1998,34,18,403,763,22767000
1997,34,18,435,857,19400000
1996,34,18,402,744,20521000
1995,34,18,399,749,19122000
1994,34,18,379,700,16839000
1993,34,18,401,797,24364000
2011,34,19,188,324,7948000
2010,34,19,245,407,7753000
2009,34,19,206,332,8913000
2008,34,19,158,253,7440000
2007,34,19,154,251,8125000
2006,34,19,106,173,5626000
2005,34,19,133,229,7007000
2004,34,19,124,225,5412000
2003,34,19,148,237,5649000
2002,34,19,180,341,9398000
2001,34,19,157,245,8688000
2000,34,19,161,284,8763000
1999,34,19,151,265,5826000
1998,34,19,141,245,5768000
1997,34,19,165,289,6354000
1996,34,19,164,281,4829000
1995,34,19,145,258,5598000
1994,34,19,134,254,4876000
1993,34,19,135,230,4322000
2011,34,20,205,403,10052000
2010,34,20,186,353,7697000
2009,34,20,241,420,13332000
2008,34,20,211,412,12552000
2007,34,20,229,444,14224000
2006,34,20,280,569,19641000
2005,34,20,212,417,10019000
2004,34,20,254,483,12216000
2003,34,20,222,432,12298000
2002,34,20,210,422,12617000
2001,34,20,340,716,38897000
2000,34,20,264,548,21107000
1999,34,20,236,474,14236000
1998,34,20,206,435,12842000
1997,34,20,213,471,15064000
1996,34,20,178,370,11212000
1995,34,20,181,358,6119000
1994,34,20,191,393,10652000
1993,34,20,187,393,7998000
2011,34,21,257,477,17653000
2010,34,21,254,473,11182000
2009,34,21,280,527,14906000
2008,34,21,281,477,12692000
2007,34,21,235,398,12948000
2006,34,21,305,566,15348000
2005,34,21,238,439,11130000
2004,34,21,222,408,9168000
2003,34,21,228,428,12304000
2002,34,21,259,532,17106000
2001,34,21,288,524,17772000
2000,34,21,261,501,12191000
1999,34,21,259,494,13743000
1998,34,21,239,443,11480000
1997,34,21,266,531,10807000
1996,34,21,227,445,8649000
1995,34,21,243,497,9050000
1994,34,21,248,501,8644000
1993,34,21,231,498,9031000
2011,34,22,283,494,11428000
2010,34,22,246,410,8769000
2009,34,22,265,429,12879000
2008,34,22,297,527,17205000
2007,34,22,278,480,15025000
2006,34,22,550,998,19532000
2005,34,22,280,501,17119000
2004,34,22,306,531,12219000
2003,34,22,282,506,10967000
2002,34,22,312,537,14071000
2001,34,22,298,553,14018000
2000,34,22,301,516,14462000
1999,34,22,278,531,11053000
1998,34,22,302,576,15279000
1997,34,22,300,552,10939000
1996,34,22,361,710,14580000
1995,34,22,574,1337,17705000
1994,34,22,285,571,10877000
1993,34,22,348,715,12770000
2011,34,23,203,357,10491000
2010,34,23,179,310,7126000
2009,34,23,196,303,7919000
2008,34,23,209,332,16419000
2007,34,23,224,366,9328000
2006,34,23,229,375,9522000
2005,34,23,223,342,9577000
2004,34,23,204,328,9420000
2003,34,23,216,343,7938000
2002,34,23,239,395,11764000
2001,34,23,215,337,11149000
2000,34,23,202,325,7835000
1999,34,23,223,411,8432000
1998,34,23,218,410,8509000
1997,34,23,218,400,6708000
1996,34,23,208,364,6630000
1995,34,23,263,511,7838000
1994,34,23,253,446,8090000
1993,34,23,219,407,5702000
2011,34,24,1844,3233,101790000
2010,34,24,1699,2906,86928000
2009,34,24,1886,3314,107898000
2008,34,24,2078,3634,122312000
2007,34,24,1938,3378,120024000
2006,34,24,2018,3604,126080000
2005,34,24,1856,3286,106241000
2004,34,24,1845,3328,103338000
2003,34,24,1873,3364,105703000
2002,34,24,1951,3467,113466000
2001,34,24,2060,3705,123000000
2000,34,24,1892,3461,112580000
1999,34,24,1903,3455,105816000
1998,34,24,1849,3435,95710000
1997,34,24,1877,3483,98273000
1996,34,24,1661,3074,78300000
1995,34,24,1740,3248,72417000
1994,34,24,1660,3126,69618000
1993,34,24,1589,2931,65023000
2011,34,25,2105,3506,136340000
2010,34,25,1969,3155,120107000
2009,34,25,1917,3147,136584000
2008,34,25,2167,3584,161301000
2007,34,25,2225,3760,156274000
2006,34,25,2171,3611,143801000
2005,34,25,2320,3885,156402000
2004,34,25,2340,3998,134202000
2003,34,25,2173,3531,134254000
2002,34,25,2436,4022,156537000
2001,34,25,2215,3574,152736000
2000,34,25,2279,3714,144227000
1999,34,25,2152,3594,129505000
1998,34,25,2125,3624,121588000
1997,34,25,1987,3329,101790000
1996,34,25,1804,3020,83129000
1995,34,25,1951,3292,86769000
1994,34,25,1850,3202,82837000
1993,34,25,1935,3351,84843000
2011,34,26,804,1441,44048000
2010,34,26,774,1420,53426000
2009,34,26,895,1636,55187000
2008,34,26,959,1706,67209000
2007,34,26,888,1601,57860000
2006,34,26,916,1690,56074000
2005,34,26,842,1579,61537000
2004,34,26,780,1442,55518000
2003,34,26,831,1534,56657000
2002,34,26,853,1547,56372000
2001,34,26,911,1676,66395000
2000,34,26,936,1848,74858000
1999,34,26,1005,2049,77589000
1998,34,26,832,1550,47755000
1997,34,26,709,1320,36710000
1996,34,26,665,1250,32197000
1995,34,26,714,1422,32670000
1994,34,26,706,1376,30816000
1993,34,26,719,1381,30218000
2011,34,27,345,621,25661000
2010,34,27,330,600,20824000
2009,34,27,395,684,29855000
2008,34,27,444,768,30877000
2007,34,27,346,596,29792000
2006,34,27,348,632,25823000
2005,34,27,339,594,28145000
2004,34,27,301,612,20704000
2003,34,27,313,602,19235000
2002,34,27,337,655,26005000
2001,34,27,392,693,29717000
2000,34,27,359,667,27589000
1999,34,27,354,667,31802000
1998,34,27,335,601,21975000
1997,34,27,329,609,19102000
1996,34,27,278,487,17871000
1995,34,27,298,563,17354000
1994,34,27,273,529,15736000
1993,34,27,285,539,14029000
2011,34,28,134,228,4911000
2010,34,28,115,238,4622000
2009,34,28,125,225,5370000
2008,34,28,140,257,5038000
2007,34,28,143,287,5200000
2006,34,28,183,382,5891000
2005,34,28,126,238,4286000
2004,34,28,137,252,4350000
2003,34,28,168,302,4669000
2002,34,28,162,299,6934000
2001,34,28,170,346,6519000
2000,34,28,146,287,7202000
1999,34,28,176,338,5500000
1998,34,28,129,226,3829000
1997,34,28,147,285,4246000
1996,34,28,129,266,3840000
1995,34,28,163,299,4063000
1994,34,28,124,238,2909000
1993,34,28,117,241,3126000
2011,34,29,399,770,24509000
2010,34,29,365,665,20843000
2009,34,29,435,738,25442000
2008,34,29,422,740,21532000
2007,34,29,372,676,25061000
2006,34,29,388,667,24650000
2005,34,29,383,689,21608000
2004,34,29,353,651,22936000
2003,34,29,350,653,20533000
2002,34,29,398,795,28790000
2001,34,29,447,847,39041000
2000,34,29,387,707,25898000
1999,34,29,394,757,27275000
1998,34,29,400,755,26861000
1997,34,29,391,725,22681000
1996,34,29,348,701,19726000
1995,34,29,355,712,19928000
1994,34,29,343,680,16167000
1993,34,29,340,687,15806000
2011,34,30,69,124,3640000
2010,34,30,51,87,1805000
2009,34,30,36,47,840000
2008,34,30,49,78,1650000
2007,34,30,52,89,1563000
2006,34,30,66,96,1769000
2005,34,30,60,84,1645000
2004,34,30,44,73,1170000
2003,34,30,51,77,1248000
2002,34,30,75,123,3040000
2001,34,30,71,126,1844000
2000,34,30,66,96,1591000
1999,34,30,91,141,2200000
1998,34,30,56,98,1070000
1997,34,30,65,104,3394000
1996,34,30,51,82,964000
1995,34,30,70,130,1465000
1994,34,30,53,84,958000
1993,34,30,53,84,1061000
2011,34,31,92,165,5097000
2010,34,31,94,166,5485000
2009,34,31,89,175,5684000
2008,34,31,105,180,5031000
2007,34,31,108,210,5638000
2006,34,31,109,209,6285000
2005,34,31,102,188,4907000
2004,34,31,109,207,4654000
2003,34,31,108,190,5280000
2002,34,31,105,199,4290000
2001,34,31,117,218,5567000
2000,34,31,136,244,12079000
1999,34,31,134,256,6027000
1998,34,31,107,207,4694000
1997,34,31,120,261,6227000
1996,34,31,110,226,4414000
1995,34,31,99,186,3447000
1994,34,31,89,163,3501000
1993,34,31,91,175,3322000
2011,34,32,438,790,20232000
2010,34,32,404,724,16018000
2009,34,32,434,715,22950000
2008,34,32,375,619,37532000
2007,34,32,397,664,23870000
2006,34,32,345,549,15531000
2005,34,32,324,590,18079000
2004,34,32,338,601,15528000
2003,34,32,361,616,15866000
2002,34,32,383,649,18443000
2001,34,32,316,533,13620000
2000,34,32,343,617,14466000
1999,34,32,321,511,12363000
1998,34,32,290,472,8056000
1997,34,32,295,499,12156000
1996,34,32,230,400,6157000
1995,34,32,241,442,7257000
1994,34,32,235,407,5357000
1993,34,32,234,394,4808000
2011,34,33,247,440,14687000
2010,34,33,258,436,14678000
2009,34,33,304,497,16378000
2008,34,33,282,500,18193000
2007,34,33,322,563,19872000
2006,34,33,320,548,17518000
2005,34,33,291,484,15521000
2004,34,33,304,515,16310000
2003,34,33,312,533,13930000
2002,34,33,312,558,18106000
2001,34,33,289,489,15387000
2000,34,33,314,556,15998000
1999,34,33,318,563,17973000
1998,34,33,304,513,19708000
1997,34,33,293,517,12554000
1996,34,33,284,525,13496000
1995,34,33,294,574,13429000
1994,34,33,311,586,13198000
1993,34,33,332,636,14778000
2011,34,34,3319103,7138614,2.51819E+11
2010,34,34,3338239,7163921,2.45417E+11
2009,34,34,3369279,7191252,2.59863E+11
2008,34,34,3323358,7100225,2.61351E+11
2007,34,34,3214770,6936857,2.44599E+11
2006,34,34,3188299,6915124,2.31425E+11
2005,34,34,3191259,6945966,2.23286E+11
2004,34,34,3186821,6935034,2.10914E+11
2003,34,34,3182479,6891294,2.06411E+11
2002,34,34,3158079,6810026,2.08437E+11
2001,34,34,3114800,6719853,2.14612E+11
2000,34,34,3067856,6631817,1.96383E+11
1999,34,34,3012344,6506913,1.79937E+11
1998,34,34,2962750,6415876,1.66752E+11
1997,34,34,2936001,6365945,1.54967E+11
1996,34,34,2914019,6303313,1.45442E+11
1995,34,34,2899116,6262578,1.34314E+11
1994,34,34,2897209,6273438,1.29521E+11
1993,34,34,2912810,6269946,1.30834E+11
2011,34,35,138,242,6010000
2010,34,35,112,220,5573000
2009,34,35,135,205,5724000
2008,34,35,130,214,6218000
2007,34,35,152,221,6602000
2006,34,35,144,276,7605000
2005,34,35,148,256,5411000
2004,34,35,136,260,7336000
2003,34,35,119,208,4576000
2002,34,35,145,246,5449000
2001,34,35,173,291,6036000
2000,34,35,182,312,7261000
1999,34,35,202,356,8211000
1998,34,35,185,329,6696000
1997,34,35,180,354,7037000
1996,34,35,161,327,5064000
1995,34,35,148,249,4469000
1994,34,35,129,273,3994000
1993,34,35,105,220,3439000
2011,34,36,24827,44551,1761643000
2010,34,36,25624,45996,1774413000
2009,34,36,26517,47564,1966626000
2008,34,36,27647,49675,2127142000
2007,34,36,27583,50790,1975091000
2006,34,36,29686,56345,2210772000
2005,34,36,30082,58372,2113752000
2004,34,36,29578,57555,2064687000
2003,34,36,29089,56355,1967263000
2002,34,36,29422,55972,2112762000
2001,34,36,28714,54641,1982987000
2000,34,36,28233,54211,1850423000
1999,34,36,26630,51801,1763868000
1998,34,36,26006,50674,1503382000
1997,34,36,26213,51659,1502172000
1996,34,36,25357,50066,1324740000
1995,34,36,25782,51621,1243932000
1994,34,36,25066,50444,1242957000
1993,34,36,25498,50940,1265341000
2011,34,37,2165,4125,98277000
2010,34,37,2070,3885,93323000
2009,34,37,2160,4075,88549000
2008,34,37,2070,3774,95867000
2007,34,37,1933,3562,88306000
2006,34,37,1837,3355,81237000
2005,34,37,1844,3398,76437000
2004,34,37,1757,3313,75868000
2003,34,37,1952,3514,81216000
2002,34,37,2017,3670,90642000
2001,34,37,2083,3860,102764000
2000,34,37,1871,3439,76931000
1999,34,37,1848,3353,73237000
1998,34,37,1893,3494,73192000
1997,34,37,1693,3228,66120000
1996,34,37,1514,2948,53231000
1995,34,37,1564,3032,46230000
1994,34,37,1263,2520,38997000
1993,34,37,1390,2724,41918000
2011,34,38,38,60,1518000
2010,34,38,27,52,978000
2009,34,38,52,118,2657000
2008,34,38,39,66,1301000
2007,34,38,34,60,1218000
2006,34,38,34,62,1039000
2005,34,38,39,69,1062000
2004,34,38,50,91,1440000
2003,34,38,34,58,1178000
2002,34,38,51,100,1876000
2001,34,38,49,89,1697000
2000,34,38,41,96,1117000
1999,34,38,54,109,2263000
1998,34,38,44,90,1383000
1997,34,38,36,63,842000
1996,34,38,42,110,1116000
1995,34,38,50,103,1428000
1994,34,38,32,58,712000
1993,34,38,51,99,1202000
2011,34,39,1036,1967,66026000
2010,34,39,1106,2023,56191000
2009,34,39,1096,1931,65442000
2008,34,39,1223,2119,84941000
2007,34,39,1148,2049,69621000
2006,34,39,1086,1921,74067000
2005,34,39,1115,1970,63955000
2004,34,39,1025,1887,62226000
2003,34,39,1068,1970,65746000
2002,34,39,1224,2285,71857000
2001,34,39,1283,2403,89185000
2000,34,39,1276,2313,82423000
1999,34,39,1208,2219,77381000
1998,34,39,1181,2263,68058000
1997,34,39,1056,1998,65935000
1996,34,39,1035,1961,56721000
1995,34,39,1108,2068,55572000
1994,34,39,1054,1945,46097000
1993,34,39,1076,2123,51467000
2011,34,40,177,353,6841000
2010,34,40,176,315,5805000
2009,34,40,177,301,7113000
2008,34,40,207,390,10582000
2007,34,40,209,366,7939000
2006,34,40,219,379,7367000
2005,34,40,240,433,9738000
2004,34,40,227,417,8163000
2003,34,40,183,329,6314000
2002,34,40,260,519,10258000
2001,34,40,251,460,9842000
2000,34,40,244,485,9888000
1999,34,40,217,424,6782000
1998,34,40,203,422,6316000
1997,34,40,256,505,7282000
1996,34,40,162,332,6893000
1995,34,40,215,444,6106000
1994,34,40,209,414,5747000
1993,34,40,214,494,7166000
2011,34,41,203,381,9943000
2010,34,41,171,288,6731000
2009,34,41,165,289,6637000
2008,34,41,192,359,8993000
2007,34,41,187,338,11529000
2006,34,41,186,296,8974000
2005,34,41,214,339,9215000
2004,34,41,194,315,10260000
2003,34,41,207,347,9249000
2002,34,41,223,375,12740000
2001,34,41,243,398,12127000
2000,34,41,209,351,11336000
1999,34,41,232,421,9511000
1998,34,41,225,365,8130000
1997,34,41,179,337,7970000
1996,34,41,161,335,8115000
1995,34,41,171,296,6353000
1994,34,41,152,288,5655000
1993,34,41,140,266,5202000
2011,34,42,11319,19356,598763000
2010,34,42,11080,18860,569637000
2009,34,42,11719,19817,609208000
2008,34,42,12526,21331,690693000
2007,34,42,12466,21543,679868000
2006,34,42,13757,24186,757031000
2005,34,42,12774,22731,689483000
2004,34,42,12695,22632,665069000
2003,34,42,13013,23438,668847000
2002,34,42,13378,24231,706640000
2001,34,42,13536,24208,759972000
2000,34,42,13022,23431,663655000
1999,34,42,12663,22971,630131000
1998,34,42,12133,22056,563159000
1997,34,42,12147,22134,517009000
1996,34,42,11560,21265,471140000
1995,34,42,12167,22198,457080000
1994,34,42,11668,21318,436011000
1993,34,42,11775,21469,426713000
2011,34,44,398,646,15030000
2010,34,44,316,496,12438000
2009,34,44,358,568,17099000
2008,34,44,430,702,25526000
2007,34,44,351,554,16821000
2006,34,44,354,573,17963000
2005,34,44,337,554,17102000
2004,34,44,341,554,14642000
2003,34,44,322,539,14578000
2002,34,44,367,555,17255000
2001,34,44,361,583,18697000
2000,34,44,326,556,15846000
1999,34,44,322,528,14333000
1998,34,44,320,564,12226000
1997,34,44,267,484,14035000
1996,34,44,308,537,12179000
1995,34,44,328,568,11984000
1994,34,44,320,600,13975000
1993,34,44,298,541,10007000
2011,34,45,815,1448,31127000
2010,34,45,855,1516,29316000
2009,34,45,805,1425,28688000
2008,34,45,700,1248,25618000
2007,34,45,729,1250,28283000
2006,34,45,663,1141,25372000
2005,34,45,741,1355,27858000
2004,34,45,695,1232,26016000
2003,34,45,678,1233,20917000
2002,34,45,857,1588,31289000
2001,34,45,797,1463,29765000
2000,34,45,744,1423,29263000
1999,34,45,709,1346,23556000
1998,34,45,650,1294,22428000
1997,34,45,662,1263,21540000
1996,34,45,633,1267,18176000
1995,34,45,626,1232,14408000
1994,34,45,616,1256,14451000
1993,34,45,649,1252,15855000
2011,34,46,41,81,2325000
2010,34,46,35,64,1525000
2009,34,46,37,68,1775000
2008,34,46,40,60,1255000
2007,34,46,39,63,1380000
2006,34,46,40,65,1157000
2005,34,46,41,62,1242000
2004,34,46,49,94,2056000
2003,34,46,46,64,1414000
2002,34,46,38,68,1809000
2001,34,46,41,81,1909000
2000,34,46,36,64,1223000
1999,34,46,31,59,1418000
1998,34,46,45,93,1272000
1997,34,46,34,59,860000
1996,34,46,38,77,1015000
1995,34,46,41,84,1165000
1994,34,46,35,65,755000
1993,34,46,30,52,466000
2011,34,47,517,1010,25721000
2010,34,47,513,957,21240000
2009,34,47,468,865,21726000
2008,34,47,533,991,40973000
2007,34,47,449,834,24584000
2006,34,47,459,825,25076000
2005,34,47,450,865,23010000
2004,34,47,422,788,20808000
2003,34,47,416,838,21734000
2002,34,47,470,863,27640000
2001,34,47,540,989,30994000
2000,34,47,466,924,24765000
1999,34,47,507,942,29336000
1998,34,47,442,808,20832000
1997,34,47,425,806,18374000
1996,34,47,383,729,16780000
1995,34,47,392,768,16109000
1994,34,47,326,660,11384000
1993,34,47,358,689,13598000
2011,34,48,2153,4079,134660000
2010,34,48,1952,3712,119797000
2009,34,48,1977,3671,129154000
2008,34,48,1929,3690,134364000
2007,34,48,1872,3666,132858000
2006,34,48,1924,3783,138107000
2005,34,48,1922,3718,131268000
2004,34,48,1900,3735,104210000
2003,34,48,1849,3466,115660000
2002,34,48,1967,3763,153929000
2001,34,48,2189,4304,156601000
2000,34,48,1882,3726,135373000
1999,34,48,1887,3829,127108000
1998,34,48,1734,3450,99074000
1997,34,48,1717,3510,93629000
1996,34,48,1550,3250,82090000
1995,34,48,1683,3473,80033000
1994,34,48,1582,3320,74659000
1993,34,48,1622,3473,82699000
2011,34,49,160,330,8959000
2010,34,49,171,348,8317000
2009,34,49,147,309,9116000
2008,34,49,142,290,7982000
2007,34,49,150,279,6703000
2006,34,49,143,304,6583000
2005,34,49,148,285,6875000
2004,34,49,187,362,9922000
2003,34,49,168,317,6510000
2002,34,49,147,304,6530000
2001,34,49,198,362,8961000
2000,34,49,169,328,8392000
1999,34,49,178,368,8153000
1998,34,49,157,343,8327000
1997,34,49,140,299,4940000
1996,34,49,124,271,5056000
1995,34,49,21,60,2492000
1994,34,49,120,250,4216000
1993,34,49,97,179,3761000
2011,34,50,172,251,7110000
2010,34,50,146,205,4238000
2009,34,50,159,229,8058000
2008,34,50,171,242,6792000
2007,34,50,189,291,7634000
2006,34,50,192,262,7762000
2005,34,50,179,250,6482000
2004,34,50,168,248,6314000
2003,34,50,194,289,8331000
2002,34,50,218,319,8330000
2001,34,50,190,270,7363000
2000,34,50,196,290,7525000
1999,34,50,199,283,7192000
1998,34,50,216,352,7539000
1997,34,50,187,284,5146000
1996,34,50,167,257,5264000
1995,34,50,181,280,4998000
1994,34,50,171,276,3900000
1993,34,50,191,305,4337000
2011,34,51,2268,4089,124357000
2010,34,51,2207,3916,115465000
2009,34,51,2487,4543,136922000
2008,34,51,2571,4560,152329000
2007,34,51,2429,4398,152327000
2006,34,51,2451,4342,141893000
2005,34,51,2349,4411,124151000
2004,34,51,2210,3933,104220000
2003,34,51,2333,4209,111122000
2002,34,51,2506,4584,132837000
2001,34,51,2518,4620,132729000
2000,34,51,2404,4489,132264000
1999,34,51,2374,4482,115458000
1998,34,51,2355,4437,108283000
1997,34,51,2214,4180,99724000
1996,34,51,2089,4000,84858000
1995,34,51,2234,4182,80166000
1994,34,51,2064,4112,80618000
1993,34,51,1998,3910,72858000
2011,34,53,528,1007,38036000
2010,34,53,549,1013,32411000
2009,34,53,512,972,32347000
2008,34,53,537,949,34080000
2007,34,53,479,867,26532000
2006,34,53,445,838,25517000
2005,34,53,549,1083,28526000
2004,34,53,536,942,27677000
2003,34,53,530,941,27070000
2002,34,53,584,1088,32416000
2001,34,53,512,942,44580000
2000,34,53,521,977,26454000
1999,34,53,497,956,20933000
1998,34,53,477,868,22624000
1997,34,53,466,852,19506000
1996,34,53,476,882,16224000
1995,34,53,463,846,16608000
1994,34,53,391,756,13357000
1993,34,53,422,831,12642000
2011,34,54,159,265,6195000
2010,34,54,142,255,5185000
2009,34,54,163,284,5881000
2008,34,54,137,215,4253000
2007,34,54,172,285,8303000
2006,34,54,146,255,5975000
2005,34,54,140,232,5127000
2004,34,54,152,245,5278000
2003,34,54,163,291,5858000
2002,34,54,167,297,7318000
2001,34,54,188,305,6797000
2000,34,54,178,292,6235000
1999,34,54,176,302,5821000
1998,34,54,137,232,4735000
1997,34,54,188,331,5697000
1996,34,54,147,278,4672000
1995,34,54,159,263,4334000
1994,34,54,166,301,4850000
1993,34,54,134,283,3841000
2011,34,55,334,630,18682000
2010,34,55,316,576,17595000
2009,34,55,302,549,19403000
2008,34,55,297,556,21342000
2007,34,55,293,478,15171000
2006,34,55,283,474,20090000
2005,34,55,290,511,21152000
2004,34,55,262,492,20181000
2003,34,55,269,476,15195000
2002,34,55,257,480,17198000
2001,34,55,285,545,18944000
2000,34,55,318,566,24035000
1999,34,55,262,499,20619000
1998,34,55,269,487,14232000
1997,34,55,273,519,16504000
1996,34,55,244,475,11364000
1995,34,55,243,452,9285000
1994,34,55,232,419,8951000
1993,34,55,256,497,11949000
2011,34,56,44,73,1498000
2010,34,56,28,47,1694000
2009,34,56,36,59,1050000
2008,34,56,39,70,2185000
2007,34,56,39,71,910000
2006,34,56,43,72,1424000
2005,34,56,44,69,1496000
2004,34,56,36,60,1248000
2003,34,56,30,53,1012000
2002,34,56,32,63,1078000
2001,34,56,28,48,648000
2000,34,56,39,71,1246000
1999,34,56,38,74,834000
1998,34,56,42,68,1176000
1997,34,56,47,97,1536000
1996,34,56,35,67,898000
1995,34,56,144,255,3090000
1994,34,56,32,59,642000
1993,34,56,38,70,900000
2011,35,1,179,397,9178000
2010,35,1,166,382,9289000
2009,35,1,183,402,8908000
2008,35,1,168,322,10910000
2007,35,1,186,372,9089000
2006,35,1,177,378,8686000
2005,35,1,152,313,5861000
2004,35,1,159,325,7406000
2003,35,1,196,377,7457000
2002,35,1,185,400,7017000
2001,35,1,183,392,8187000
2000,35,1,174,390,6473000
1999,35,1,152,333,5782000
1998,35,1,154,343,5234000
1997,35,1,195,390,6006000
1996,35,1,171,343,4739000
1995,35,1,165,383,6246000
1994,35,1,177,384,4825000
1993,35,1,199,463,5226000
2011,35,2,276,594,15002000
2010,35,2,276,577,14506000
2009,35,2,205,421,10090000
2008,35,2,249,506,11952000
2007,35,2,281,610,12459000
2006,35,2,269,535,10841000
2005,35,2,238,524,9474000
2004,35,2,299,632,12369000
2003,35,2,284,610,11486000
2002,35,2,224,477,8292000
2001,35,2,199,450,8083000
2000,35,2,222,476,9150000
1999,35,2,249,513,9123000
1998,35,2,228,472,8078000
1997,35,2,250,569,7884000
1996,35,2,266,597,7955000
1995,35,2,248,561,7581000
1994,35,2,232,505,7347000
1993,35,2,256,628,8820000
2011,35,4,3789,9499,120522000
2010,35,4,3584,8186,112592000
2009,35,4,4094,9528,139408000
2008,35,4,3739,8051,146893000
2007,35,4,3556,7546,128811000
2006,35,4,3533,7595,132164000
2005,35,4,3404,7625,115165000
2004,35,4,3605,8046,105568000
2003,35,4,3582,8024,103577000
2002,35,4,3784,8524,114012000
2001,35,4,3620,8453,101473000
2000,35,4,4110,10204,111025000
1999,35,4,3499,8389,89091000
1998,35,4,3729,9495,94927000
1997,35,4,3170,7331,76531000
1996,35,4,3257,7970,75043000
1995,35,4,3531,8642,77709000
1994,35,4,3442,8731,73134000
1993,35,4,3490,8988,71641000
2011,35,5,213,479,7197000
2010,35,5,207,421,7811000
2009,35,5,235,514,8580000
2008,35,5,209,416,8611000
2007,35,5,202,427,7815000
2006,35,5,193,390,7547000
2005,35,5,195,386,5983000
2004,35,5,188,370,6446000
2003,35,5,198,426,6149000
2002,35,5,216,437,6777000
2001,35,5,229,446,6876000
2000,35,5,194,381,5474000
1999,35,5,207,452,5527000
1998,35,5,199,380,5354000
1997,35,5,201,423,5028000
1996,35,5,196,398,4552000
1995,35,5,183,433,4353000
1994,35,5,204,408,3964000
1993,35,5,264,589,5709000
2011,35,6,2793,5215,128094000
2010,35,6,3020,5700,126694000
2009,35,6,3479,6823,169716000
2008,35,6,3754,7252,184171000
2007,35,6,4469,9298,236982000
2006,35,6,4618,9305,234841000
2005,35,6,4036,7957,183222000
2004,35,6,3509,6755,139534000
2003,35,6,3255,5972,129701000
2002,35,6,3256,6167,129475000
2001,35,6,2943,5658,124598000
2000,35,6,3102,5978,134444000
1999,35,6,3042,5743,116137000
1998,35,6,3127,6168,106392000
1997,35,6,3428,6675,116310000
1996,35,6,4076,8199,127229000
1995,35,6,4909,10041,147157000
1994,35,6,5619,11835,167447000
1993,35,6,5400,11205,147940000
2011,35,8,2125,4270,82171000
2010,35,8,2403,4838,92818000
2009,35,8,2353,4669,111078000
2008,35,8,2337,4603,105237000
2007,35,8,2324,4721,108735000
2006,35,8,2301,4642,99743000
2005,35,8,2409,4806,88815000
2004,35,8,2521,5114,86143000
2003,35,8,2553,5031,88440000
2002,35,8,2592,5078,86759000
2001,35,8,2251,4505,72484000
2000,35,8,2249,4413,71656000
1999,35,8,2122,4214,68353000
1998,35,8,2063,4195,62565000
1997,35,8,2010,3976,57968000
1996,35,8,2329,4709,62373000
1995,35,8,2370,4878,59035000
1994,35,8,2343,4758,55046000
1993,35,8,2177,4557,50433000
2011,35,9,129,220,6337000
2010,35,9,101,163,4142000
2009,35,9,116,181,7863000
2008,35,9,160,245,15740000
2007,35,9,170,300,14255000
2006,35,9,126,181,16695000
2005,35,9,149,265,4253000
2004,35,9,154,265,15017000
2003,35,9,134,216,8686000
2002,35,9,136,224,8152000
2001,35,9,112,204,4760000
2000,35,9,125,205,5826000
1999,35,9,139,232,7020000
1998,35,9,179,311,7885000
1997,35,9,188,341,7720000
1996,35,9,178,264,8639000
1995,35,9,206,358,7316000
1994,35,9,183,319,5804000
1993,35,9,191,333,8600000
2011,35,10,24,48,1204000
2010,35,10,42,77,1601000
2009,35,10,45,88,2664000
2008,35,10,32,59,1169000
2007,35,10,37,72,1593000
2006,35,10,41,62,1844000
2005,35,10,44,93,2239000
2004,35,10,31,48,1488000
2003,35,10,30,43,1390000
2002,35,10,27,61,1752000
2001,35,10,23,44,1072000
2000,35,10,33,60,1803000
1999,35,10,28,58,1135000
1998,35,10,29,48,827000
1997,35,10,29,51,1036000
1996,35,10,28,53,785000
1995,35,10,26,53,883000
1994,35,10,33,73,804000
1993,35,10,32,68,795000
2011,35,11,60,93,4464000
2010,35,11,61,81,3530000
2009,35,11,61,82,4551000
2008,35,11,64,101,8112000
2007,35,11,67,94,4904000
2006,35,11,60,87,4125000
2005,35,11,52,66,4037000
2004,35,11,65,98,4615000
2003,35,11,59,91,3720000
2002,35,11,58,82,3119000
2001,35,11,47,65,2846000
2000,35,11,51,82,3213000
1999,35,11,43,59,2293000
1998,35,11,63,108,3106000
1997,35,11,71,122,3272000
1996,35,11,97,136,4998000
1995,35,11,70,102,2660000
1994,35,11,70,108,2073000
1993,35,11,76,121,3289000
2011,35,12,1045,1931,40576000
2010,35,12,1579,3013,60088000
2009,35,12,1260,2414,57299000
2008,35,12,1156,2106,49891000
2007,35,12,1188,2168,58412000
2006,35,12,1274,2376,57686000
2005,35,12,1103,2014,43562000
2004,35,12,965,1826,37556000
2003,35,12,926,1708,33629000
2002,35,12,1010,1809,38002000
2001,35,12,798,1462,33301000
2000,35,12,933,1770,35567000
1999,35,12,925,1728,32450000
1998,35,12,937,1789,29639000
1997,35,12,957,1941,54482000
1996,35,12,1041,2164,34707000
1995,35,12,1015,2028,31160000
1994,35,12,1069,2254,30790000
1993,35,12,1075,2135,25198000
2011,35,13,422,850,14929000
2010,35,13,462,907,19278000
2009,35,13,471,994,23254000
2008,35,13,391,819,16583000
