year,incomeTaxRate,incomeGreaterThan,incomeNotGreaterThan,filingStatus
1953,0.52,20000,22000,headOfHousehold
1953,0.54,22000,24000,headOfHousehold
1953,0.57,24000,28000,headOfHousehold
1953,0.6,28000,32000,headOfHousehold
1953,0.63,32000,38000,headOfHousehold
1953,0.66,38000,44000,headOfHousehold
1953,0.71,44000,50000,headOfHousehold
1953,0.72,50000,60000,headOfHousehold
1953,0.73,60000,70000,headOfHousehold
1953,0.77,70000,80000,headOfHousehold
1953,0.79,80000,90000,headOfHousehold
1953,0.81,90000,100000,headOfHousehold
1953,0.85,100000,150000,headOfHousehold
1953,0.88,150000,200000,headOfHousehold
1953,0.91,200000,300000,headOfHousehold
1953,0.92,300000,,headOfHousehold
1953,0.222,0,4000,marriedFilingJointly
1953,0.246,4000,8000,marriedFilingJointly
1953,0.29,8000,12000,marriedFilingJointly
1953,0.34,12000,16000,marriedFilingJointly
1953,0.38,16000,20000,marriedFilingJointly
1953,0.42,20000,24000,marriedFilingJointly
1953,0.48,24000,28000,marriedFilingJointly
1953,0.53,28000,32000,marriedFilingJointly
1953,0.56,32000,36000,marriedFilingJointly
1953,0.59,36000,40000,marriedFilingJointly
1953,0.62,40000,44000,marriedFilingJointly
1953,0.66,44000,52000,marriedFilingJointly
1953,0.67,52000,64000,marriedFilingJointly
1953,0.68,64000,76000,marriedFilingJointly
1953,0.72,76000,88000,marriedFilingJointly
1953,0.75,88000,100000,marriedFilingJointly
1953,0.77,100000,120000,marriedFilingJointly
1953,0.8,120000,140000,marriedFilingJointly
1953,0.83,140000,160000,marriedFilingJointly
1953,0.85,160000,180000,marriedFilingJointly
1953,0.88,180000,200000,marriedFilingJointly
1953,0.9,200000,300000,marriedFilingJointly
1953,0.91,300000,400000,marriedFilingJointly
1953,0.92,400000,,marriedFilingJointly
1953,0.222,0,2000,marriedFilingSeparately
1953,0.246,2000,4000,marriedFilingSeparately
1953,0.29,4000,6000,marriedFilingSeparately
1953,0.34,6000,8000,marriedFilingSeparately
1953,0.38,8000,10000,marriedFilingSeparately
1953,0.42,10000,12000,marriedFilingSeparately
1953,0.48,12000,14000,marriedFilingSeparately
1953,0.53,14000,16000,marriedFilingSeparately
1953,0.56,16000,18000,marriedFilingSeparately
1953,0.59,18000,20000,marriedFilingSeparately
1953,0.62,20000,22000,marriedFilingSeparately
1953,0.66,22000,26000,marriedFilingSeparately
1953,0.67,26000,32000,marriedFilingSeparately
1953,0.68,32000,38000,marriedFilingSeparately
1953,0.72,38000,44000,marriedFilingSeparately
1953,0.75,44000,50000,marriedFilingSeparately
1953,0.77,50000,60000,marriedFilingSeparately
1953,0.8,60000,70000,marriedFilingSeparately
1953,0.83,70000,80000,marriedFilingSeparately
1953,0.85,80000,90000,marriedFilingSeparately
1953,0.88,90000,100000,marriedFilingSeparately
1953,0.9,100000,150000,marriedFilingSeparately
1953,0.91,150000,200000,marriedFilingSeparately
1953,0.92,200000,,marriedFilingSeparately
1953,0.222,0,2000,single
1953,0.246,2000,4000,single
1953,0.29,4000,6000,single
1953,0.34,6000,8000,single
1953,0.38,8000,10000,single
1953,0.42,10000,12000,single
1953,0.48,12000,14000,single
1953,0.53,14000,16000,single
1953,0.56,16000,18000,single
1953,0.59,18000,20000,single
1953,0.62,20000,22000,single
1953,0.66,22000,26000,single
1953,0.67,26000,32000,single
1953,0.68,32000,38000,single
1953,0.72,38000,44000,single
1953,0.75,44000,50000,single
1953,0.77,50000,60000,single
1953,0.8,60000,70000,single
1953,0.83,70000,80000,single
1953,0.85,80000,90000,single
1953,0.88,90000,100000,single
1953,0.9,100000,150000,single
1953,0.91,150000,200000,single
1953,0.92,200000,,single
1952,0.222,0,2000,headOfHousehold
1952,0.234,2000,4000,headOfHousehold
1952,0.27,4000,6000,headOfHousehold
1952,0.29,6000,8000,headOfHousehold
1952,0.34,8000,10000,headOfHousehold
1952,0.35,10000,12000,headOfHousehold
1952,0.41,12000,14000,headOfHousehold
1952,0.44,14000,16000,headOfHousehold
1952,0.47,16000,18000,headOfHousehold
1952,0.48,18000,20000,headOfHousehold
1952,0.52,20000,22000,headOfHousehold
1952,0.54,22000,24000,headOfHousehold
1952,0.57,24000,28000,headOfHousehold
1952,0.6,28000,32000,headOfHousehold
1952,0.63,32000,38000,headOfHousehold
1952,0.66,38000,44000,headOfHousehold
1952,0.71,44000,50000,headOfHousehold
1952,0.72,50000,60000,headOfHousehold
1952,0.73,60000,70000,headOfHousehold
1952,0.77,70000,80000,headOfHousehold
1952,0.79,80000,90000,headOfHousehold
1952,0.81,90000,100000,headOfHousehold
1952,0.85,100000,150000,headOfHousehold
1952,0.88,150000,200000,headOfHousehold
1952,0.91,200000,300000,headOfHousehold
1952,0.92,300000,,headOfHousehold
1952,0.222,0,4000,marriedFilingJointly
1952,0.246,4000,8000,marriedFilingJointly
1952,0.29,8000,12000,marriedFilingJointly
1952,0.34,12000,16000,marriedFilingJointly
1952,0.38,16000,20000,marriedFilingJointly
1952,0.42,20000,24000,marriedFilingJointly
1952,0.48,24000,28000,marriedFilingJointly
1952,0.53,28000,32000,marriedFilingJointly
1952,0.56,32000,36000,marriedFilingJointly
1952,0.59,36000,40000,marriedFilingJointly
1952,0.62,40000,44000,marriedFilingJointly
1952,0.66,44000,52000,marriedFilingJointly
1952,0.67,52000,64000,marriedFilingJointly
1952,0.68,64000,76000,marriedFilingJointly
1952,0.72,76000,88000,marriedFilingJointly
1952,0.75,88000,100000,marriedFilingJointly
1952,0.77,100000,120000,marriedFilingJointly
1952,0.8,120000,140000,marriedFilingJointly
1952,0.83,140000,160000,marriedFilingJointly
1952,0.85,160000,180000,marriedFilingJointly
1952,0.88,180000,200000,marriedFilingJointly
1952,0.9,200000,300000,marriedFilingJointly
1952,0.91,300000,400000,marriedFilingJointly
1952,0.92,400000,,marriedFilingJointly
1952,0.222,0,2000,marriedFilingSeparately
1952,0.246,2000,4000,marriedFilingSeparately
1952,0.29,4000,6000,marriedFilingSeparately
1952,0.34,6000,8000,marriedFilingSeparately
1952,0.38,8000,10000,marriedFilingSeparately
1952,0.42,10000,12000,marriedFilingSeparately
1952,0.48,12000,14000,marriedFilingSeparately
1952,0.53,14000,16000,marriedFilingSeparately
1952,0.56,16000,18000,marriedFilingSeparately
1952,0.59,18000,20000,marriedFilingSeparately
1952,0.62,20000,22000,marriedFilingSeparately
1952,0.66,22000,26000,marriedFilingSeparately
1952,0.67,26000,32000,marriedFilingSeparately
1952,0.68,32000,38000,marriedFilingSeparately
1952,0.72,38000,44000,marriedFilingSeparately
1952,0.75,44000,50000,marriedFilingSeparately
1952,0.77,50000,60000,marriedFilingSeparately
1952,0.8,60000,70000,marriedFilingSeparately
1952,0.83,70000,80000,marriedFilingSeparately
1952,0.85,80000,90000,marriedFilingSeparately
1952,0.88,90000,100000,marriedFilingSeparately
1952,0.9,100000,150000,marriedFilingSeparately
1952,0.91,150000,200000,marriedFilingSeparately
1952,0.92,200000,,marriedFilingSeparately
1952,0.222,0,2000,single
1952,0.246,2000,4000,single
1952,0.29,4000,6000,single
1952,0.34,6000,8000,single
1952,0.38,8000,10000,single
1952,0.42,10000,12000,single
1952,0.48,12000,14000,single
1952,0.53,14000,16000,single
1952,0.56,16000,18000,single
1952,0.59,18000,20000,single
1952,0.62,20000,22000,single
1952,0.66,22000,26000,single
1952,0.67,26000,32000,single
1952,0.68,32000,38000,single
1952,0.72,38000,44000,single
1952,0.75,44000,50000,single
1952,0.77,50000,60000,single
1952,0.8,60000,70000,single
1952,0.83,70000,80000,single
1952,0.85,80000,90000,single
1952,0.88,90000,100000,single
1952,0.9,100000,150000,single
1952,0.91,150000,200000,single
1952,0.92,200000,,single
1951,0.204,0,4000,marriedFilingJointly
1951,0.224,4000,8000,marriedFilingJointly
1951,0.27,8000,12000,marriedFilingJointly
1951,0.3,12000,16000,marriedFilingJointly
1951,0.35,16000,20000,marriedFilingJointly
1951,0.39,20000,24000,marriedFilingJointly
1951,0.43,24000,28000,marriedFilingJointly
1951,0.48,28000,32000,marriedFilingJointly
1951,0.51,32000,36000,marriedFilingJointly
1951,0.54,36000,40000,marriedFilingJointly
1951,0.57,40000,44000,marriedFilingJointly
1951,0.6,44000,52000,marriedFilingJointly
1951,0.63,52000,64000,marriedFilingJointly
1951,0.66,64000,76000,marriedFilingJointly
1951,0.69,76000,88000,marriedFilingJointly
1951,0.73,88000,100000,marriedFilingJointly
1951,0.75,100000,120000,marriedFilingJointly
1951,0.78,120000,140000,marriedFilingJointly
1951,0.82,140000,160000,marriedFilingJointly
1951,0.84,160000,180000,marriedFilingJointly
1951,0.87,180000,200000,marriedFilingJointly
1951,0.89,200000,300000,marriedFilingJointly
1951,0.9,300000,400000,marriedFilingJointly
1951,0.91,400000,,marriedFilingJointly
1951,0.204,0,2000,marriedFilingSeparately
1951,0.224,2000,4000,marriedFilingSeparately
1951,0.27,4000,6000,marriedFilingSeparately
1951,0.3,6000,8000,marriedFilingSeparately
1951,0.35,8000,10000,marriedFilingSeparately
1951,0.39,10000,12000,marriedFilingSeparately
1951,0.43,12000,14000,marriedFilingSeparately
1951,0.48,14000,16000,marriedFilingSeparately
1951,0.51,16000,18000,marriedFilingSeparately
1951,0.54,18000,20000,marriedFilingSeparately
1951,0.57,20000,22000,marriedFilingSeparately
1951,0.6,22000,26000,marriedFilingSeparately
1951,0.63,26000,32000,marriedFilingSeparately
1951,0.66,32000,38000,marriedFilingSeparately
1951,0.69,38000,44000,marriedFilingSeparately
1951,0.73,44000,50000,marriedFilingSeparately
1951,0.75,50000,60000,marriedFilingSeparately
1951,0.78,60000,70000,marriedFilingSeparately
1951,0.82,70000,80000,marriedFilingSeparately
1951,0.84,80000,90000,marriedFilingSeparately
1951,0.87,90000,100000,marriedFilingSeparately
1951,0.89,100000,150000,marriedFilingSeparately
1951,0.9,150000,200000,marriedFilingSeparately
1951,0.91,200000,,marriedFilingSeparately
1951,0.204,0,2000,single
1951,0.224,2000,4000,single
1951,0.27,4000,6000,single
1951,0.3,6000,8000,single
1951,0.35,8000,10000,single
1951,0.39,10000,12000,single
1951,0.43,12000,14000,single
1951,0.48,14000,16000,single
1951,0.51,16000,18000,single
1951,0.54,18000,20000,single
1951,0.57,20000,22000,single
1951,0.6,22000,26000,single
1951,0.63,26000,32000,single
1951,0.66,32000,38000,single
1951,0.69,38000,44000,single
1951,0.73,44000,50000,single
1951,0.75,50000,60000,single
1951,0.78,60000,70000,single
1951,0.82,70000,80000,single
1951,0.84,80000,90000,single
1951,0.87,90000,100000,single
1951,0.89,100000,150000,single
1951,0.9,150000,200000,single
1951,0.91,200000,,single
1950,0.2,0,4000,marriedFilingJointly
1950,0.22,4000,8000,marriedFilingJointly
1950,0.26,8000,12000,marriedFilingJointly
1950,0.3,12000,16000,marriedFilingJointly
1950,0.34,16000,20000,marriedFilingJointly
1950,0.38,20000,24000,marriedFilingJointly
1950,0.43,24000,28000,marriedFilingJointly
1950,0.47,28000,32000,marriedFilingJointly
1950,0.5,32000,36000,marriedFilingJointly
1950,0.53,36000,40000,marriedFilingJointly
1950,0.56,40000,44000,marriedFilingJointly
1950,0.59,44000,52000,marriedFilingJointly
1950,0.62,52000,64000,marriedFilingJointly
1950,0.65,64000,76000,marriedFilingJointly
1950,0.69,76000,88000,marriedFilingJointly
1950,0.72,88000,100000,marriedFilingJointly
1950,0.75,100000,120000,marriedFilingJointly
1950,0.78,120000,140000,marriedFilingJointly
1950,0.81,140000,160000,marriedFilingJointly
1950,0.84,160000,180000,marriedFilingJointly
1950,0.87,180000,200000,marriedFilingJointly
1950,0.89,200000,300000,marriedFilingJointly
1950,0.9,300000,400000,marriedFilingJointly
1950,0.91,400000,,marriedFilingJointly
1950,0.2,0,2000,marriedFilingSeparately
1950,0.22,2000,4000,marriedFilingSeparately
1950,0.26,4000,6000,marriedFilingSeparately
1950,0.3,6000,8000,marriedFilingSeparately
1950,0.34,8000,10000,marriedFilingSeparately
1950,0.38,10000,12000,marriedFilingSeparately
1950,0.43,12000,14000,marriedFilingSeparately
1950,0.47,14000,16000,marriedFilingSeparately
1950,0.5,16000,18000,marriedFilingSeparately
1950,0.53,18000,20000,marriedFilingSeparately
1950,0.56,20000,22000,marriedFilingSeparately
1950,0.59,22000,26000,marriedFilingSeparately
1950,0.62,26000,32000,marriedFilingSeparately
1950,0.65,32000,38000,marriedFilingSeparately
1950,0.69,38000,44000,marriedFilingSeparately
1950,0.72,44000,50000,marriedFilingSeparately
1950,0.75,50000,60000,marriedFilingSeparately
1950,0.78,60000,70000,marriedFilingSeparately
1950,0.81,70000,80000,marriedFilingSeparately
1950,0.84,80000,90000,marriedFilingSeparately
1950,0.87,90000,100000,marriedFilingSeparately
1950,0.89,100000,150000,marriedFilingSeparately
1950,0.9,150000,200000,marriedFilingSeparately
1950,0.91,200000,,marriedFilingSeparately
1950,0.2,0,2000,single
1950,0.22,2000,4000,single
1950,0.26,4000,6000,single
1950,0.3,6000,8000,single
1950,0.34,8000,10000,single
1950,0.38,10000,12000,single
1950,0.43,12000,14000,single
1950,0.47,14000,16000,single
1950,0.5,16000,18000,single
1950,0.53,18000,20000,single
1950,0.56,20000,22000,single
1950,0.59,22000,26000,single
1950,0.62,26000,32000,single
1950,0.65,32000,38000,single
1950,0.69,38000,44000,single
1950,0.72,44000,50000,single
1950,0.75,50000,60000,single
1950,0.78,60000,70000,single
1950,0.81,70000,80000,single
1950,0.84,80000,90000,single
1950,0.87,90000,100000,single
1950,0.89,100000,150000,single
1950,0.9,150000,200000,single
1950,0.91,200000,,single
1949,0.2,0,4000,marriedFilingJointly
1949,0.22,4000,8000,marriedFilingJointly
1949,0.26,8000,12000,marriedFilingJointly
1949,0.3,12000,16000,marriedFilingJointly
1949,0.34,16000,20000,marriedFilingJointly
1949,0.38,20000,24000,marriedFilingJointly
1949,0.43,24000,28000,marriedFilingJointly
1949,0.47,28000,32000,marriedFilingJointly
1949,0.5,32000,36000,marriedFilingJointly
1949,0.53,36000,40000,marriedFilingJointly
1949,0.56,40000,44000,marriedFilingJointly
1949,0.59,44000,52000,marriedFilingJointly
1949,0.62,52000,64000,marriedFilingJointly
1949,0.65,64000,76000,marriedFilingJointly
1949,0.69,76000,88000,marriedFilingJointly
1949,0.72,88000,100000,marriedFilingJointly
1949,0.75,100000,120000,marriedFilingJointly
1949,0.78,120000,140000,marriedFilingJointly
1949,0.81,140000,160000,marriedFilingJointly
1949,0.84,160000,180000,marriedFilingJointly
1949,0.87,180000,200000,marriedFilingJointly
1949,0.89,200000,300000,marriedFilingJointly
1949,0.9,300000,400000,marriedFilingJointly
1949,0.91,400000,,marriedFilingJointly
1949,0.2,0,2000,marriedFilingSeparately
1949,0.22,2000,4000,marriedFilingSeparately
1949,0.26,4000,6000,marriedFilingSeparately
1949,0.3,6000,8000,marriedFilingSeparately
1949,0.34,8000,10000,marriedFilingSeparately
1949,0.38,10000,12000,marriedFilingSeparately
1949,0.43,12000,14000,marriedFilingSeparately
1949,0.47,14000,16000,marriedFilingSeparately
1949,0.5,16000,18000,marriedFilingSeparately
1949,0.53,18000,20000,marriedFilingSeparately
1949,0.56,20000,22000,marriedFilingSeparately
1949,0.59,22000,26000,marriedFilingSeparately
1949,0.62,26000,32000,marriedFilingSeparately
1949,0.65,32000,38000,marriedFilingSeparately
1949,0.69,38000,44000,marriedFilingSeparately
1949,0.72,44000,50000,marriedFilingSeparately
1949,0.75,50000,60000,marriedFilingSeparately
1949,0.78,60000,70000,marriedFilingSeparately
1949,0.81,70000,80000,marriedFilingSeparately
1949,0.84,80000,90000,marriedFilingSeparately
1949,0.87,90000,100000,marriedFilingSeparately
1949,0.89,100000,150000,marriedFilingSeparately
1949,0.9,150000,200000,marriedFilingSeparately
1949,0.91,200000,,marriedFilingSeparately
1949,0.2,0,2000,single
1949,0.22,2000,4000,single
1949,0.26,4000,6000,single
1949,0.3,6000,8000,single
1949,0.34,8000,10000,single
1949,0.38,10000,12000,single
1949,0.43,12000,14000,single
1949,0.47,14000,16000,single
1949,0.5,16000,18000,single
1949,0.53,18000,20000,single
1949,0.56,20000,22000,single
1949,0.59,22000,26000,single
1949,0.62,26000,32000,single
1949,0.65,32000,38000,single
1949,0.69,38000,44000,single
1949,0.72,44000,50000,single
1949,0.75,50000,60000,single
1949,0.78,60000,70000,single
1949,0.81,70000,80000,single
1949,0.84,80000,90000,single
1949,0.87,90000,100000,single
1949,0.89,100000,150000,single
1949,0.9,150000,200000,single
1949,0.91,200000,,single
1948,0.2,0,2000,single
1948,0.22,2000,4000,single
1948,0.26,4000,6000,single
1948,0.3,6000,8000,single
1948,0.34,8000,10000,single
1948,0.38,10000,12000,single
1948,0.43,12000,14000,single
1948,0.47,14000,16000,single
1948,0.5,16000,18000,single
1948,0.53,18000,20000,single
1948,0.56,20000,22000,single
1948,0.59,22000,26000,single
1948,0.62,26000,32000,single
1948,0.65,32000,38000,single
1948,0.69,38000,44000,single
1948,0.72,44000,50000,single
1948,0.75,50000,60000,single
1948,0.78,60000,70000,single
1948,0.81,70000,80000,single
1948,0.84,80000,90000,single
1948,0.87,90000,100000,single
1948,0.89,100000,150000,single
1948,0.9,150000,200000,single
1948,0.91,200000,,single
1947,0.2,0,2000,single
1947,0.22,2000,4000,single
1947,0.26,4000,6000,single
1947,0.3,6000,8000,single
1947,0.34,8000,10000,single
1947,0.38,10000,12000,single
1947,0.43,12000,14000,single
1947,0.47,14000,16000,single
1947,0.5,16000,18000,single
1947,0.53,18000,20000,single
1947,0.56,20000,22000,single
1947,0.59,22000,26000,single
1947,0.62,26000,32000,single
1947,0.65,32000,38000,single
1947,0.69,38000,44000,single
1947,0.72,44000,50000,single
1947,0.75,50000,60000,single
1947,0.78,60000,70000,single
1947,0.81,70000,80000,single
1947,0.84,80000,90000,single
1947,0.87,90000,100000,single
1947,0.89,100000,150000,single
1947,0.9,150000,200000,single
1947,0.91,200000,,single
1946,0.2,0,2000,single
1946,0.22,2000,4000,single
1946,0.26,4000,6000,single
1946,0.3,6000,8000,single
1946,0.34,8000,10000,single
1946,0.38,10000,12000,single
1946,0.43,12000,14000,single
1946,0.47,14000,16000,single
1946,0.5,16000,18000,single
1946,0.53,18000,20000,single
1946,0.56,20000,22000,single
1946,0.59,22000,26000,single
1946,0.62,26000,32000,single
1946,0.65,32000,38000,single
1946,0.69,38000,44000,single
1946,0.72,44000,50000,single
1946,0.75,50000,60000,single
1946,0.78,60000,70000,single
1946,0.81,70000,80000,single
1946,0.84,80000,90000,single
1946,0.87,90000,100000,single
1946,0.89,100000,150000,single
1946,0.9,150000,200000,single
1946,0.91,200000,,single
1945,0.23,0,2000,single
1945,0.25,2000,4000,single
1945,0.29,4000,6000,single
1945,0.33,6000,8000,single
1945,0.37,8000,10000,single
1945,0.41,10000,12000,single
1945,0.46,12000,14000,single
1945,0.5,14000,16000,single
1945,0.53,16000,18000,single
1945,0.56,18000,20000,single
1945,0.59,20000,22000,single
1945,0.62,22000,26000,single
1945,0.65,26000,32000,single
1945,0.68,32000,38000,single
1945,0.72,38000,44000,single
1945,0.75,44000,50000,single
1945,0.78,50000,60000,single
1945,0.81,60000,70000,single
1945,0.84,70000,80000,single
1945,0.87,80000,90000,single
1945,0.9,90000,100000,single
1945,0.92,100000,150000,single
1945,0.93,150000,200000,single
1945,0.94,200000,,single
1944,0.23,0,2000,single
1944,0.25,2000,4000,single
1944,0.29,4000,6000,single
1944,0.33,6000,8000,single
1944,0.37,8000,10000,single
1944,0.41,10000,12000,single
1944,0.46,12000,14000,single
1944,0.5,14000,16000,single
1944,0.53,16000,18000,single
1944,0.56,18000,20000,single
1944,0.59,20000,22000,single
1944,0.62,22000,26000,single
1944,0.65,26000,32000,single
1944,0.68,32000,38000,single
1944,0.72,38000,44000,single
1944,0.75,44000,50000,single
1944,0.78,50000,60000,single
1944,0.81,60000,70000,single
1944,0.84,70000,80000,single
1944,0.87,80000,90000,single
1944,0.9,90000,100000,single
1944,0.92,100000,150000,single
1944,0.93,150000,200000,single
1944,0.94,200000,,single
1943,0.19,0,2000,single
1943,0.22,2000,4000,single
1943,0.26,4000,6000,single
1943,0.3,6000,8000,single
1943,0.34,8000,10000,single
1943,0.38,10000,12000,single
1943,0.42,12000,14000,single
1943,0.46,14000,16000,single
1943,0.49,16000,18000,single
1943,0.52,18000,20000,single
1943,0.55,20000,22000,single
1943,0.58,22000,26000,single
1943,0.61,26000,32000,single
1943,0.64,32000,38000,single
1943,0.67,38000,44000,single
1943,0.69,44000,50000,single
1943,0.72,50000,60000,single
1943,0.75,60000,70000,single
1943,0.78,70000,80000,single
1943,0.81,80000,90000,single
1943,0.83,90000,100000,single
1943,0.85,100000,150000,single
1943,0.87,150000,200000,single
1943,0.88,200000,,single
1942,0.19,0,2000,single
1942,0.22,2000,4000,single
1942,0.26,4000,6000,single
1942,0.3,6000,8000,single
1942,0.34,8000,10000,single
1942,0.38,10000,12000,single
1942,0.42,12000,14000,single
1942,0.46,14000,16000,single
1942,0.49,16000,18000,single
1942,0.52,18000,20000,single
1942,0.55,20000,22000,single
1942,0.58,22000,26000,single
1942,0.61,26000,32000,single
1942,0.64,32000,38000,single
1942,0.67,38000,44000,single
1942,0.69,44000,50000,single
1942,0.72,50000,60000,single
1942,0.75,60000,70000,single
1942,0.78,70000,80000,single
1942,0.81,80000,90000,single
1942,0.83,90000,100000,single
1942,0.85,100000,150000,single
1942,0.87,150000,200000,single
1942,0.88,200000,,single
1941,0.1,0,2000,single
1941,0.13,2000,4000,single
1941,0.17,4000,6000,single
1941,0.21,6000,8000,single
1941,0.25,8000,10000,single
1941,0.29,10000,12000,single
1941,0.33,12000,14000,single
1941,0.36,14000,16000,single
1941,0.39,16000,18000,single
1941,0.42,18000,20000,single
1941,0.45,20000,22000,single
1941,0.48,22000,26000,single
1941,0.51,26000,32000,single
1941,0.54,32000,38000,single
1941,0.57,38000,44000,single
1941,0.59,44000,50000,single
1941,0.61,50000,60000,single
1941,0.63,60000,70000,single
1941,0.65,70000,80000,single
1941,0.67,80000,90000,single
1941,0.68,90000,100000,single
1941,0.69,100000,150000,single
1941,0.7,150000,200000,single
1941,0.71,200000,250000,single
1941,0.73,250000,300000,single
1941,0.75,300000,400000,single
1941,0.76,400000,500000,single
1941,0.77,500000,750000,single
1941,0.78,750000,1000000,single
1941,0.79,1000000,2000000,single
1941,0.8,2000000,5000000,single
1941,0.81,5000000,,single
1940,0.04,0,4000,single
1940,0.08,4000,6000,single
1940,0.1,6000,8000,single
1940,0.12,8000,10000,single
1940,0.14,10000,12000,single
1940,0.16,12000,14000,single
1940,0.19,14000,16000,single
1940,0.22,16000,18000,single
1940,0.25,18000,20000,single
1940,0.28,20000,22000,single
1940,0.31,22000,26000,single
1940,0.34,26000,32000,single
1940,0.37,32000,38000,single
1940,0.4,38000,44000,single
1940,0.44,44000,50000,single
1940,0.48,50000,60000,single
1940,0.51,60000,70000,single
1940,0.54,70000,80000,single
1940,0.57,80000,90000,single
1940,0.6,90000,100000,single
1940,0.62,100000,150000,single
1940,0.64,150000,200000,single
1940,0.66,200000,250000,single
1940,0.68,250000,300000,single
1940,0.7,300000,400000,single
1940,0.72,400000,500000,single
1940,0.74,500000,750000,single
1940,0.76,750000,1000000,single
1940,0.77,1000000,2000000,single
1940,0.78,2000000,5000000,single
1940,0.79,5000000,,single
1939,0.04,0,4000,single
1939,0.08,4000,6000,single
1939,0.09,6000,8000,single
1939,0.1,8000,10000,single
1939,0.11,10000,12000,single
1939,0.12,12000,14000,single
1939,0.13,14000,16000,single
1939,0.15,16000,18000,single
1939,0.17,18000,20000,single
1939,0.19,20000,22000,single
1939,0.21,22000,26000,single
1939,0.23,26000,32000,single
1939,0.25,32000,38000,single
1939,0.28,38000,44000,single
1939,0.31,44000,50000,single
1939,0.35,50000,56000,single
1939,0.39,56000,62000,single
1939,0.43,62000,68000,single
1939,0.47,68000,74000,single
1939,0.51,74000,80000,single
1939,0.55,80000,90000,single
1939,0.59,90000,100000,single
1939,0.62,100000,150000,single
1939,0.64,150000,200000,single
1939,0.66,200000,250000,single
1939,0.68,250000,300000,single
1939,0.7,300000,400000,single
1939,0.72,400000,500000,single
1939,0.74,500000,750000,single
1939,0.76,750000,1000000,single
1939,0.77,1000000,2000000,single
1939,0.78,2000000,5000000,single
1939,0.79,5000000,,single
1938,0.04,0,4000,single
1938,0.08,4000,6000,single
1938,0.09,6000,8000,single
1938,0.1,8000,10000,single
1938,0.11,10000,12000,single
1938,0.12,12000,14000,single
1938,0.13,14000,16000,single
1938,0.15,16000,18000,single
1938,0.17,18000,20000,single
1938,0.19,20000,22000,single
1938,0.21,22000,26000,single
1938,0.23,26000,32000,single
1938,0.25,32000,38000,single
1938,0.28,38000,44000,single
1938,0.31,44000,50000,single
1938,0.35,50000,56000,single
1938,0.39,56000,62000,single
1938,0.43,62000,68000,single
1938,0.47,68000,74000,single
1938,0.51,74000,80000,single
1938,0.55,80000,90000,single
1938,0.59,90000,100000,single
1938,0.62,100000,150000,single
1938,0.64,150000,200000,single
1938,0.66,200000,250000,single
1938,0.68,250000,300000,single
1938,0.7,300000,400000,single
1938,0.72,400000,500000,single
1938,0.74,500000,750000,single
1938,0.76,750000,1000000,single
1938,0.77,1000000,2000000,single
1938,0.78,2000000,5000000,single
1938,0.79,5000000,,single
1937,0.04,0,4000,single
1937,0.08,4000,6000,single
1937,0.09,6000,8000,single
1937,0.1,8000,10000,single
1937,0.11,10000,12000,single
1937,0.12,12000,14000,single
1937,0.13,14000,16000,single
1937,0.15,16000,18000,single
1937,0.17,18000,20000,single
1937,0.19,20000,22000,single
1937,0.21,22000,26000,single
1937,0.23,26000,32000,single
1937,0.25,32000,38000,single
1937,0.28,38000,44000,single
1937,0.31,44000,50000,single
1937,0.35,50000,56000,single
1937,0.39,56000,62000,single
1937,0.43,62000,68000,single
1937,0.47,68000,74000,single
1937,0.51,74000,80000,single
1937,0.55,80000,90000,single
1937,0.59,90000,100000,single
1937,0.62,100000,150000,single
1937,0.64,150000,200000,single
1937,0.66,200000,250000,single
1937,0.68,250000,300000,single
1937,0.7,300000,400000,single
1937,0.72,400000,500000,single
1937,0.74,500000,750000,single
1937,0.76,750000,1000000,single
1937,0.77,1000000,2000000,single
1937,0.78,2000000,5000000,single
1937,0.79,5000000,,single
1936,0.04,0,4000,single
1936,0.08,4000,6000,single
1936,0.09,6000,8000,single
1936,0.1,8000,10000,single
1936,0.11,10000,12000,single
1936,0.12,12000,14000,single
1936,0.13,14000,16000,single
1936,0.15,16000,18000,single
1936,0.17,18000,20000,single
1936,0.19,20000,22000,single
1936,0.21,22000,26000,single
1936,0.23,26000,32000,single
1936,0.25,32000,38000,single
1936,0.28,38000,44000,single
1936,0.31,44000,50000,single
1936,0.35,50000,56000,single
1936,0.39,56000,62000,single
1936,0.43,62000,68000,single
1936,0.47,68000,74000,single
1936,0.51,74000,80000,single
1936,0.55,80000,90000,single
1936,0.59,90000,100000,single
1936,0.62,100000,150000,single
1936,0.64,150000,200000,single
1936,0.66,200000,250000,single
1936,0.68,250000,300000,single
1936,0.7,300000,400000,single
1936,0.72,400000,500000,single
1936,0.74,500000,750000,single
1936,0.76,750000,1000000,single
1936,0.77,1000000,2000000,single
1936,0.78,2000000,5000000,single
1936,0.79,5000000,,single
1935,0.04,0,4000,single
1935,0.08,4000,6000,single
1935,0.09,6000,8000,single
1935,0.1,8000,10000,single
1935,0.11,10000,12000,single
1935,0.12,12000,14000,single
1935,0.13,14000,16000,single
1935,0.15,16000,18000,single
1935,0.17,18000,20000,single
1935,0.19,20000,22000,single
1935,0.21,22000,26000,single
1935,0.23,26000,32000,single
1935,0.25,32000,38000,single
1935,0.28,38000,44000,single
1935,0.31,44000,50000,single
1935,0.34,50000,56000,single
